I_ID,I_IM_ID,I_NAME,I_PRICE,I_DATA,
131525,192072,Item1598,11328,724bf3f7-aa22-4b13-9db1-9cff02240017,
18691,186208,Item1599,93237,6611b4e9-1f9a-41f4-98b3-db224a4fb495,
182296,45930,Item1600,34064,cf477035-86a5-4b7e-a2eb-a1f2ce7f320e,
30904,107275,Item1601,99742,70601b4e-05e8-4db6-b571-6eae5e498334,
154179,188699,Item1602,11932,692ded9b-a512-4f6a-bbde-b44dae911865,
192821,8763,Item1603,55517,ed42108a-0d67-456a-98bf-9aabef98ca7b,
12532,160514,Item1604,70541,a1b76d12-f18a-443e-8fc6-bd3137e3d770,
72485,125878,Item1605,73063,e5eac7d0-20d7-4f82-ba37-9448e5b88fa2,
105376,110594,Item1606,62485,5738eb27-55df-4735-ae61-bee6867df4c0,
111110,146094,Item1607,43777,e836a6db-251d-4c59-bffa-50f071fba130,
132021,153660,Item1608,93729,0c130922-07f8-4383-9092-8f2b0c191711,
94585,92875,Item1609,99441,727ae35b-946b-4985-bbe6-f09360cd10c7,
188372,146353,Item1610,16287,8ee7b4c5-2416-4862-9399-f02b9305f1d8,
82958,7274,Item1611,43432,1c82741a-d6f3-4fbf-a6e7-06433d93343e,
151428,9441,Item1612,96015,3c2cc1f6-835a-4e28-bcee-d5a58dd38974,
16807,107113,Item1613,42710,9387554c-1470-40f6-8974-3d8bea94e062,
104902,122078,Item1614,57761,22652b11-f577-4928-a823-ce3d6643d996,
12837,55555,Item1615,67171,40e2b6f7-ff65-40e8-bc5d-0b72a083a0dd,
142832,61908,Item1616,87649,d8e72434-d960-45c5-91d1-7eaf2d02eb2d,
155013,37630,Item1617,41305,8b5f2c9e-09c6-4f47-9905-67df1f889aee,
116976,82863,Item1618,46315,4893f997-28f9-41db-a9e0-d8aad85e1542,
138623,106173,Item1619,57375,c65eccee-5feb-44ce-85ff-d0bc6068fc0c,
43548,163048,Item1620,96456,cb2d08eb-f003-47b6-95fa-5400303fbb67,
42299,152134,Item1621,36190,7d62460a-a95f-48c1-85f9-26e372fd730c,
60330,147817,Item1622,63286,39944311-9cc8-4aab-9334-a03b13e9828c,
100029,16174,Item1623,84216,1a79fedd-07f1-406b-a3db-6d7e34427819,
159327,16145,Item1624,59370,97aa63ae-8623-46e1-af56-bb50998b538f,
87275,179526,Item1625,56522,4d467d2a-704a-4e40-896a-d76bee5dcc25,
24166,47834,Item1626,93688,c4d140a9-63c3-46d9-93ea-21d60d4c9b8b,
91479,46408,Item1627,77121,4bed9e40-b66d-4148-b0b5-ab94c91c4324,
114492,29161,Item1628,83496,cfaff1aa-8ba6-4d20-801c-919ac586dce5,
129605,4634,Item1629,19463,c85828c9-e779-4dcb-abc9-46bf5cbcec3d,
179229,147634,Item1630,22212,2e5cee25-8aaa-4aba-8698-9783f1e5146e,
128975,76021,Item1631,93579,ff0dad84-f5b9-4c1d-99c5-8522aa173930,
192088,63236,Item1632,44943,20979dd2-8a3c-425c-9847-3ee4381bc0ab,
181014,46700,Item1633,85806,6c5edb27-57e0-4ce6-94e6-561338d69e17,
109898,52326,Item1634,98639,280b2790-025b-4290-8f86-ce2882b6c35d,
91950,106204,Item1635,95966,b9fcbe30-dd4e-4525-b454-de1b603c0baf,
8883,78156,Item1636,36899,434906db-a8e8-4d5f-abe9-f21861ab294b,
124588,82710,Item1637,63634,227f3f7e-b156-4b34-8934-b910a44aff4e,
185816,103543,Item1638,61233,f38278c2-a2c7-4bb7-bbc2-5d07c2e4e9f4,
188796,102693,Item1639,23973,71876417-4251-49fb-9eea-be5576d965e5,
78035,109676,Item1640,54578,54e8dcfe-0c5c-423b-812e-d00795d4fef4,
85990,42463,Item1641,38084,6b8e2962-0f39-441a-9ebc-b436324d689a,
194793,181379,Item1642,27943,e1792585-2463-42c7-894a-28bc3a182dbe,
38693,195401,Item1643,47538,7bec7823-e47b-40d5-bf22-de2474f72e56,
26558,52812,Item1644,33544,454b7769-e86a-42cf-9c39-b2501a8f5bd3,
187300,124365,Item1645,16509,14312251-2096-4662-9ef7-b5e3188e5542,
50995,45724,Item1646,74340,bc2911d9-eafa-44b6-aaee-5c94fde57d40,
62570,178830,Item1647,52775,feb53f23-007d-45d4-ad01-c3e43fda7e95,
55147,170746,Item1648,39668,f89703f7-1173-48a3-91a5-c242817aa28f,
47485,59262,Item1649,24770,4347ca9d-9af9-4094-b5a9-e42f9e1935f1,
91159,174235,Item1650,74065,2c80aa6b-726a-45f3-b9c1-1141830715ca,
132488,138280,Item1651,71234,76d66f32-1aa8-482b-ac41-2d0836a0b50b,
54767,100730,Item1652,83516,dc8925d5-1e06-46d2-ba8e-d225b94661ab,
103095,84167,Item1653,92255,97d6557e-56aa-41d2-bcc8-397257f9bcf6,
76414,84055,Item1654,52293,9a3f9be1-b51c-4d84-a366-56a1823d3a63,
41382,64637,Item1655,61128,0dcec8cd-2131-435f-a98d-563c2075cb0f,
27336,186390,Item1656,59292,f247d728-72b4-4f55-9d8c-6a70454eeb8f,
188604,178575,Item1657,20297,cd65833c-ec73-405c-8084-61fcfcfd4e05,
128401,60524,Item1658,25200,07c4881d-c84d-4795-9b8d-59223f20fd52,
124101,114410,Item1659,67608,c65d643e-9241-41e9-8cb8-e054ace55bb8,
97162,30101,Item1660,78668,41b6d6e6-2f75-4c37-a695-9b3d84d9c90d,
37869,163144,Item1661,31102,d6b598ff-40a6-4cf2-880f-6219da68007f,
45826,58522,Item1662,38774,c8512d12-61c7-4f1c-9e5e-14685dd602ac,
85858,121933,Item1663,68055,2f27e773-74f6-4713-8150-9de8be7ad6fe,
45248,29576,Item1664,72784,173a12f8-8e95-4bc4-b8fc-a2518933f936,
46495,163795,Item1665,32077,f23a92ae-962d-463e-9ebe-3d11c9792d6a,
171143,90703,Item1666,28414,fd356659-ce91-4a91-b8ab-63b7f27e01f5,
175616,77044,Item1667,37484,ddeeccc0-85a7-46e2-a91d-051b1a2f45ef,
150360,139614,Item1668,11483,e9724b57-e776-472a-b186-7ee4c4a538c2,
169509,103918,Item1669,83458,35836bd1-68ac-4b8e-9f4b-10d88e23deec,
7020,71763,Item1670,56720,03bfdc0d-213b-47c8-9d8f-50430a7616f5,
79703,144285,Item1671,88633,7b5f1fa2-b032-4aff-9e09-894cbb30ffac,
178775,182935,Item1672,67489,570bc361-3cf5-418a-8093-fe46f9ebe13b,
19508,103124,Item1673,85528,b42f1553-d434-4554-8db8-85b18cea55fa,
118298,49029,Item1674,40652,58d669b5-28c3-458f-85a6-cc523c95ff4c,
104805,18604,Item1675,21076,9fb3f559-6784-48c7-914d-19c58f67c7c7,
28848,123274,Item1676,14608,2ba34ce4-0abe-4766-a9e4-77ea89be6e40,
77543,133114,Item1677,75406,10d62392-514a-4728-b176-92d176ae5542,
97611,17030,Item1678,10786,22f4c704-9007-4012-898c-b05c8ecb9083,
169770,187717,Item1679,43772,13c777ee-7c18-437e-a09e-75265665e9cf,
7065,9460,Item1680,83286,354e1661-8f1b-4fe3-bec5-77f5c354828a,
32349,9509,Item1681,72364,701279c2-ebfb-4b78-9c11-ede1141a80d4,
121399,87337,Item1682,54789,0a5c2d22-7c95-4610-96f5-22fed906ba28,
32034,2768,Item1683,95920,07a3dac7-96a4-433b-8aae-8338751223c0,
189030,913,Item1684,63904,d6485260-1c9e-48bb-b291-3da5f4a57e6f,
23036,183082,Item1685,34948,6102e17d-fec0-42d2-b0b5-d7c0930c8e18,
77981,64864,Item1686,44437,9c5796bc-4d8c-46c0-8386-05605feef458,
37199,146568,Item1687,11616,c669e50b-2f94-4927-956d-279350efe2bf,
1791,193030,Item1688,78002,a38242fa-5206-4e69-b098-5479b0cd2aab,
176240,34656,Item1689,72787,c95e4069-4b0f-4be1-b011-28ceb021081a,
10461,67922,Item1690,60496,e91b97c4-33bd-4961-a406-cdef6630f121,
99264,132714,Item1691,14904,b3d0536f-063c-45bf-b630-c460af427a7c,
53194,75187,Item1692,20366,be657eaf-b431-4599-a07a-86ab61b40156,
100773,74961,Item1693,30933,803f1d1d-9e56-4a35-9852-10618c7c9ef7,
84630,121745,Item1694,52632,544a3e18-c402-4802-a565-5770a2a92d9d,
194150,68998,Item1695,53133,3f824148-32a5-4fbf-a6ca-0c7d1be9ac2c,
129498,174565,Item1696,50295,dc8ef160-bb7e-4605-a7de-77a8a85084fc,
131119,4148,Item1697,74759,6939f94d-10bf-4348-9aac-d5f8ecf11f5d,
65654,53788,Item1698,72117,f8a21478-704b-4730-bb92-5f8cd3f71648,
180660,75036,Item1699,68159,e0c9cb9c-7034-4a53-91b6-001964eb69a8,
184156,165823,Item1700,78753,b429bc06-b2fe-4e76-a544-e13115c48715,
95741,195107,Item1701,49091,1a89deb9-3903-4c4f-ac4e-50a522ae9e9b,
167240,124021,Item1702,43583,c1cb5add-90ff-49c4-8a83-3776ecae0c95,
50676,56695,Item1703,36914,fe4bb121-fb6d-44f7-88fe-82d6a0e6c4b4,
48769,59568,Item1704,49129,76336e7c-fe2e-43a6-83d9-e80907b22345,
26918,30700,Item1705,16014,4143fef3-58d3-45cc-8071-91475d3c6b54,
123072,34562,Item1706,38300,223d37c1-bc30-4ede-afd1-dca304951ddf,
154347,8862,Item1707,95150,b8aeb3b9-ba4f-4e33-bdb2-1e49f40c93d1,
111401,21912,Item1708,93303,1c38e021-5062-42fe-990c-ede34e20ef93,
125961,46936,Item1709,32067,1fd1144e-a45e-407d-b4c5-c4577feab58d,
22724,80366,Item1710,95558,a4fb32cf-1208-414f-8f50-82af3c1a960b,
146242,43295,Item1711,90723,ad17c133-34d6-4526-b9b0-58a44c119765,
128011,122853,Item1712,81429,fe086520-131d-4165-998f-8e9765c519e8,
50948,12586,Item1713,16972,c29e94c3-93cf-4419-b938-184c6424c4a5,
52875,26336,Item1714,10599,21b204fc-7f54-4e86-bbf9-09663287fdba,
154835,119720,Item1715,75708,e1dcbef6-991e-49f8-a5be-dd680937a823,
59467,63013,Item1716,53357,5f851b97-c35b-4964-aa8e-dae8005db212,
3683,110184,Item1717,52878,0e37433f-cba9-4a33-a8d4-59206cc5e962,
189529,26086,Item1718,27224,171cf9d6-9f28-4678-b721-e02f7bc1c41f,
190447,196069,Item1719,79843,3352de93-7f25-4e7c-a06b-22dcff644ebd,
159648,86237,Item1720,42025,c0b51212-b5d1-42fa-851d-a732d24cdd35,
158422,74256,Item1721,65222,bdf79d78-6e9d-4bd0-b2c2-7a6f5420e641,
98089,133739,Item1722,70783,320e0442-2db6-4531-9808-55fc0df0236b,
75663,7668,Item1723,81316,19903c98-1584-4740-a43d-b1de0af2b4c7,
79383,49871,Item1724,44263,e5b0d756-78ea-4e55-b3df-656d3a97481f,
96985,89653,Item1725,73714,7b7ea2e1-0d52-44ea-8f42-394b56700bb6,
15504,102519,Item1726,92469,18026ab8-cfc0-466e-8618-a018f31bc51a,
7467,135386,Item1727,44756,ae664349-c4e5-431f-9039-7396fbb91216,
96486,194967,Item1728,82475,f7fc28c2-f4bd-4c99-aa57-ceef46c10a19,
93143,56198,Item1729,54740,be298a96-56a9-40f0-9538-7a0a50141b8f,
12348,12504,Item1730,79072,d24d652d-bfc4-4de3-a718-d448db99bb55,
41775,29226,Item1731,90439,a45d2dfe-6d02-488d-978d-de29047020d6,
133912,135511,Item1732,31410,ac05ecc2-3bab-488a-a383-b9b2a48ab5e0,
123818,85434,Item1733,24485,7dec3a4c-8de2-40c5-b571-a48fdf46be75,
162579,24842,Item1734,73232,0317aeb5-785c-49b4-bad8-1c67c7f7b755,
128743,16491,Item1735,43185,d57e0e49-c78e-4e1c-8b69-562482f00de1,
186043,168681,Item1736,57891,a73a264e-ddbd-4fe4-9409-2cddc38b39dc,
175390,11050,Item1737,25495,6d0f1ea7-1757-4de3-ac97-0ec4fbb17100,
184843,20812,Item1738,48023,ec4d46e8-ff97-4132-9619-865a2917cbd9,
21165,42642,Item1739,14176,ce44ab7a-7a51-4fbc-b030-8aeb11fb753f,
137410,197500,Item1740,97730,8e027212-f414-4214-b447-59dc93795a3b,
160497,66673,Item1741,58035,2ac550a4-2149-408f-b6fd-6398a62876ba,
61574,51530,Item1742,16261,ee0d5f61-5041-48e9-9e68-5ace60c94d91,
28475,168142,Item1743,24055,b93730e0-9c65-47e8-b60a-3c6054eaecfc,
128622,152663,Item1744,43340,dcf49588-b5a8-4376-80a0-6242e0c63824,
164045,113010,Item1745,21626,3f728f9f-8484-44c2-9476-52bdce9f48e4,
190792,197709,Item1746,79300,06ecd52a-5ec5-4ca0-b800-fe046bcc8a2d,
195328,76023,Item1747,31026,bd1ba0f7-e410-4845-a514-a94757e91489,
1061,2150,Item1748,77536,51d17a08-269e-4b53-ac93-e5490dcd4077,
196702,80886,Item1749,51437,82cc92ba-299b-4d54-a2a1-a108936c5e52,
180374,18790,Item1750,32322,c76f08ad-6527-4344-ad93-a1fc15c5171e,
46407,32621,Item1751,23400,757ec2ad-01e5-4b2c-b9a3-fc48099f2498,
134904,45192,Item1752,63948,3d4e3a0d-9d53-46f0-80c7-20c4bbf63fb6,
149970,37577,Item1753,88831,17a18c06-4fd5-4eb9-9900-e5fe61680c86,
55671,56861,Item1754,83059,28ee0963-8cdb-4bf6-83cf-9c29a88b1c6d,
158042,87857,Item1755,92074,534d1733-17f6-4951-b6ba-38d2ff124438,
184273,1452,Item1756,72038,58fdbb70-3d79-4865-90aa-49533ee60a60,
19007,80870,Item1757,55283,c89b7455-f9dc-496b-8162-20ce404f8398,
18803,53212,Item1758,18812,0ee8598b-1971-4484-bd2f-2a97303364d9,
92483,1648,Item1759,94753,9c0f302e-6292-4197-8507-571fd00be6dc,
8854,26759,Item1760,85295,7864364b-a8c7-48a6-b574-1f68e7259adc,
87685,118634,Item1761,54160,96acd8af-2d7c-4e78-b8d4-39126cdb1ede,
171516,33936,Item1762,62156,f4f321b0-8de1-48e9-b52c-5781de0bffa2,
62010,39463,Item1763,90357,929fb363-6714-4e18-92d6-b30a1836ecd2,
103035,13521,Item1764,24387,68132287-6071-4cec-83ec-b68f45c0d677,
54954,101231,Item1765,85377,a9858415-f449-4183-b63a-d7676f86ec02,
193427,25952,Item1766,99254,877de887-a4ff-4aa9-b01f-1a67936f25de,
77872,192750,Item1767,39074,a3e1d3a3-bb7e-401b-ba48-50c07e897b67,
31703,166926,Item1768,73201,c496d20b-9f83-4c3b-9bfb-b7036bd7df39,
22368,39932,Item1769,13842,fe91f4a0-7ea6-49f2-93a3-324b8b4c8069,
53577,75889,Item1770,55923,ced8aa5d-20ee-430d-8ef0-93ea3b76ffce,
82899,148900,Item1771,50719,8022eb70-e401-4a92-8338-5ea3239870f2,
195980,87320,Item1772,64609,3bb3eea1-7b36-4bc9-8200-12dfd1ecb004,
59742,166570,Item1773,13753,a2aa245d-a704-4d41-8a02-25228c75d22a,
25616,61697,Item1774,75657,26065f25-2cf3-4584-a15c-61f9f6ca35a0,
66896,60596,Item1775,11728,9d94aa4e-25de-4e88-983f-c82577717c66,
72810,34626,Item1776,44512,ec2fad5a-3d97-4bdb-9bda-fe489fe73c48,
119211,67983,Item1777,47342,42daab0b-2a03-4f18-a8b8-6d970e98f064,
175583,110447,Item1778,30736,8c6711b8-4468-4c24-8c9f-ff9ed9fc2741,
20311,45866,Item1779,78939,c8e6cd87-f1a9-4358-b932-03b4f5f83e8b,
98974,102471,Item1780,27272,46febf88-017c-4d87-879b-3df2d0aefd64,
177511,163352,Item1781,68429,75850e84-c7ad-4762-9af1-63cec8458068,
96096,65720,Item1782,82209,77ce2178-b110-4698-9df2-5a0f80f1e023,
194420,187833,Item1783,46586,d68152cd-aba1-4944-99ab-d402135192bb,
3161,87660,Item1784,52988,01a30c60-f456-431f-a74f-a37d5bd4557c,
52168,83409,Item1785,38297,eb4f8fc2-9c0f-4640-b2fb-df64b26e008b,
171926,184043,Item1786,27080,e0c75f15-cdb7-43c5-943c-c8d3b52bf39a,
105199,197109,Item1787,11426,e642138d-94e6-48c5-b63c-bfaff93f0bf0,
28984,104900,Item1788,77236,3eb48b32-5110-4770-ac7b-0785e4c8ed30,
159299,157484,Item1789,43814,55939677-9c28-4af5-ac0f-dc80f5895967,
79322,82290,Item1790,61300,578958bc-299f-4b2e-bd6d-3830542b1ae4,
43198,49971,Item1791,69757,03c5bedd-b6a6-4567-965d-145a1553760d,
137302,67203,Item1792,76881,6ebb44dc-a71f-4c96-a915-a598db5c6526,
159110,117767,Item1793,55488,1e7a1628-d442-4180-8800-21b61cd1235d,
145028,106525,Item1794,85380,7cfe4847-fbf3-40b2-b194-1ccd750c06e0,
133288,21904,Item1795,79257,1e5f7414-aa77-4f49-82a0-49ac42c56072,
128022,29131,Item1796,81343,b8404bf8-9d6a-4aac-b6f9-1170f44fe949,
169670,89648,Item1797,26172,139def10-0c6d-4239-be77-a36c97386757,
20916,147723,Item1798,25313,3c30d86d-4293-47ea-9e3c-7c32f2ff4504,
25726,198812,Item1799,18007,51a5e4ef-6b22-4360-8f48-46b5709bd15b,
79494,73071,Item1800,67326,0a17cced-0758-402f-98df-7071801f12ec,
20444,152890,Item1801,59532,2986d8fe-8fa0-4fd9-93d1-94efcdd199a2,
66173,90871,Item1802,35279,f906ef3d-28fe-46ab-b662-ef1c1dfcaa1d,
94003,167091,Item1803,52861,06b94980-d5c4-4d05-9c5f-01c1bc8cd919,
167943,107981,Item1804,66402,36645c49-1ee1-43d9-a04c-52def75a85b2,
64066,30408,Item1805,61066,ced4fa51-0b5a-4ab7-af7b-45b6ed653182,
71469,151360,Item1806,30208,339d19f9-d3db-45bf-8937-c9381e937000,
165137,159007,Item1807,59402,464b42f5-d933-4a8d-a6b4-c251e6161b43,
199838,45549,Item1808,79124,c3d39513-557a-4186-b33a-269f069f095a,
168201,189771,Item1809,63435,0176709e-7c27-4dfd-9eda-48648278268c,
108097,126242,Item1810,65613,d8bba819-3a37-4448-9739-3ecf1215cd1f,
114451,61251,Item1811,26129,e989e333-b178-4c14-8e15-5102a28a6aa5,
66865,120467,Item1812,76304,265e2a1d-0d81-4a34-9cbc-9b0dea7421b2,
68898,27125,Item1813,82204,8996d7e4-70a5-4710-b66a-bcf4cc265769,
139983,67740,Item1814,69333,5dc99c8c-7f09-4447-89a9-b615535d7ca4,
119663,182214,Item1815,36214,1d278aec-9673-42f9-ae3b-6728d41a5543,
16201,29555,Item1816,68039,50e3d26d-dd68-4458-bd02-9551a5c4933d,
82644,44017,Item1817,97695,28160ebc-035a-4913-8a57-fac26a85f663,
197608,72609,Item1818,44823,4632016d-97ef-4968-b63f-43a0af6adc51,
187988,117510,Item1819,81244,89226646-8485-4a33-b92c-cb68e3686c7b,
118017,78670,Item1820,13642,8ce9c9a6-cf89-4fe6-a71a-dd65b983303d,
46426,24717,Item1821,93577,53d12c40-d042-4fcf-9f9c-3b237296fe12,
180237,173263,Item1822,28466,2f7c7127-9a1c-46b1-8c34-3abe7c5e6e21,
145185,53436,Item1823,62621,c7b79278-4043-4d96-aaa5-c4ee85520b99,
7672,46920,Item1824,41194,7bf6f0ac-f7ea-4cb7-9343-c2831634b371,
83413,174915,Item1825,73092,d88b91c4-b449-45b3-b158-5cd4649ff019,
126516,115265,Item1826,83988,27eb7738-3fda-4da6-a090-5a203bfaa5b7,
6906,4525,Item1827,58023,89c86c9f-57ef-4c2e-affd-d3f57331ecbe,
81777,4376,Item1828,73664,a30bd711-7c8a-4b56-84dd-1eaa634e5c4c,
176432,192280,Item1829,79325,3114516d-0a33-4c16-9ede-ee005160e797,
73354,110624,Item1830,45545,c1648b66-da4a-4fe4-b4df-c1fa040b527d,
140423,194038,Item1831,92250,049eae33-1fd1-402b-85e9-5453142e0e76,
35376,52569,Item1832,99678,40a991ba-548b-4eb2-9ef1-c0c441a1b04f,
172254,105134,Item1833,16854,a09cee92-c10f-41e0-8a85-15218ef9057e,
9158,67498,Item1834,87255,b8570505-16c2-4e08-bf64-98a745faff87,
68743,55177,Item1835,44044,7f913ae9-1e9a-4d6e-acd6-5751d53790b9,
141684,96242,Item1836,60934,4c5e2a88-a10b-4710-9a7e-9768dc7e6254,
136752,37631,Item1837,38237,b2c7468a-071d-4b95-b195-ee124f1a753f,
119855,114284,Item1838,21089,5a540d38-a5a6-4ba3-a026-bd66e953597d,
169282,156002,Item1839,73102,be60db1f-1a4c-4a01-9e10-2d9ec5041091,
196386,100382,Item1840,24965,e37d0a08-ee52-40bc-81a9-894854fb5e00,
134343,38093,Item1841,10344,dd0d08c0-eb4e-4a55-b207-0b1c9cfa6d7a,
124798,59689,Item1842,16854,0ccfd1ae-af78-4e1d-a248-db06e9cfec90,
75800,132503,Item1843,64367,de993c1a-4d09-4a92-a7a9-6ccfe01f22b3,
175214,38297,Item1844,41531,9c6c54d6-13ff-4076-a55c-ca0faff4bbf9,
114661,141760,Item1845,22299,9ac37ddf-a11f-440a-abdc-b3749f673cf2,
4481,160279,Item1846,17750,b01e148a-ce6d-4da3-9b81-e6a78703b1e2,
104888,51919,Item1847,79890,3613c630-fa87-4fab-b134-d2226e916186,
186554,94513,Item1848,63233,12672752-ef85-4ec4-98fa-afa6450c99e8,
55256,130026,Item1849,78948,0947c2b2-207d-4c85-9122-777e47b2a4b1,
33192,3140,Item1850,12449,ecadc586-00ab-4803-b773-09a5e5bd5e2e,
97340,122400,Item1851,82131,f67b1d43-27af-46fd-bc11-233449261f23,
40094,50529,Item1852,36147,f8f116b7-2610-41d8-a830-451f4d3105aa,
31176,195271,Item1853,81201,93624933-4631-45e2-a9e9-207f298a8cea,
147055,53631,Item1854,70008,32f1d5ef-5f06-4bc4-bd85-1e670efc96e8,
89856,115276,Item1855,16334,44826e66-c8c5-4094-bd3f-32d6fba8ebe0,
98003,151956,Item1856,84211,641843af-4dc5-47f1-9bc3-33b28dc18d21,
60600,123790,Item1857,37310,b906870d-f5af-45ad-8093-2a644dd91bef,
101575,66899,Item1858,67034,6e3fa93f-0685-4256-bd91-7eec5bb91334,
14041,72626,Item1859,93812,86e7afeb-52b4-48a9-a01e-a6095be90f2e,
26932,132368,Item1860,81945,8c32dc90-3fd4-47d7-899b-ba095d7ad6ef,
10282,68803,Item1861,37233,59f1a8f6-45b6-4e8c-9181-470a73abf8a1,
2682,116655,Item1862,17466,1a319434-3f33-4ea7-a3b7-59df5ada2a9d,
157297,35568,Item1863,32450,1ef12be2-a6a4-4b65-98af-1c0d25716c4e,
27093,52134,Item1864,73625,4cedec58-8620-4ec9-a102-ad7a51fbaf3d,
135351,101423,Item1865,35599,22af6d85-0352-422c-b105-89848b684f30,
31383,55870,Item1866,64122,659ea316-57d8-4508-bd84-cf83eb24a49d,
14207,47633,Item1867,35430,3f9ca0df-18c3-43bf-aeb6-9dda1e6f07a0,
78958,199830,Item1868,33508,9277696e-058d-4834-98a0-2477ab29384e,
175132,99487,Item1869,27450,5521f538-55ca-46bf-841e-1de5920c7eee,
124550,191439,Item1870,87716,71572204-d3ec-4ff8-8bd7-4d6f8133898d,
7132,162736,Item1871,34386,c25db16d-e53f-4d1f-86a5-c07f4d77db5c,
118625,99288,Item1872,80872,a2719132-13f6-4e04-9964-e03c4247f6a9,
129919,162495,Item1873,54951,3354ebc7-da58-4f79-ab6a-121a3ae2db66,
22963,28475,Item1874,13422,d931a878-a6b2-44f5-9bab-fcff1d6ac4bb,
161293,18775,Item1875,48500,486e9de0-b107-479b-98bc-59bb56f0426b,
29638,67105,Item1876,25749,47e82eed-9480-44ff-ba2d-8be72046f988,
103241,25461,Item1877,72561,e97c8de2-ff9c-4219-ae72-0e22499c692f,
52634,119776,Item1878,97280,a2205c34-04b8-411e-accc-a21e862accc0,
182194,125509,Item1879,16811,b692107a-ed41-4bb1-bcf6-d7b6514c51a8,
122072,173465,Item1880,15999,1a7f239f-30f7-42db-abba-ae6c2fe4b7a1,
109975,85299,Item1881,42768,03c43a07-8719-4dc3-ab95-546c559aa62b,
66578,142176,Item1882,74763,97c1f28c-365f-483e-95f3-561199d02ba9,
102256,159391,Item1883,57022,0d20be40-347c-4bfe-af86-957c6403345d,
158961,73369,Item1884,24122,9efcb0ba-252f-49c7-a3a1-679e68344a59,
122701,50471,Item1885,14432,c8848f51-fe5e-4b7d-a118-7a01c40210fb,
141554,113825,Item1886,21572,219c0d3a-8a90-46e5-9007-9050c403f5b2,
138713,58137,Item1887,90434,8869b247-f73d-4d34-bb5c-ead3addb9d38,
185611,195856,Item1888,72610,e621de8d-15eb-40bd-9dd4-d373853178b7,
57072,77876,Item1889,61025,e0ddfe11-de62-49fc-b340-cacd77f6767f,
97959,165111,Item1890,72478,8ff37838-0f44-45f7-a20e-be051e8144f6,
36265,164338,Item1891,59279,a1953937-aea3-410d-8be7-0c62b32d05aa,
19170,5615,Item1892,59995,7e84389c-bf7c-4e66-bcd5-8dcda15d9195,
81465,170602,Item1893,16612,be8eaad8-2496-499a-a524-0cef9da43b2d,
90909,80803,Item1894,27368,d190d6a0-c601-4cae-8c4e-1dde8280737c,
155650,80078,Item1895,89674,88b30862-8680-435b-9194-39db07e03586,
63744,84302,Item1896,55793,8a123b65-7171-4679-a8f7-0ac84706db25,
177091,175945,Item1897,23263,798bc079-5de7-4590-af47-8e9116dba231,
6718,142140,Item1898,24965,b8c69f41-bb6f-4503-8344-61f46b0197f0,
113315,63459,Item1899,40750,38335130-36aa-4e51-977a-8aaa42af1041,
130712,18261,Item1900,71525,12a8c329-cb48-443c-aeb5-4482e11cec1d,
71715,145155,Item1901,44824,1ad0ab4d-856f-4337-a74b-f2351897a504,
191324,14956,Item1902,63777,9e93a5b0-3615-48ba-80f5-e1c6df4ff32e,
77457,123156,Item1903,18005,7e1d0dec-b8fd-4386-85f2-781bcb8f814c,
164283,124710,Item1904,56658,99932993-f7a3-47b5-b8a8-f710311eaa8d,
123545,94745,Item1905,58406,dc70f79e-e3cd-46f6-9adf-6e3b43365b80,
135871,153580,Item1906,86664,8d01626f-c1ba-4569-9499-0ef99f797e94,
82264,48555,Item1907,56922,9e96f3c3-3bd1-4861-bc35-09f2a710a194,
199211,100341,Item1908,92899,70dc16e1-043a-46c7-a241-e4d5dc3a3b58,
41355,143705,Item1909,96796,0754af3a-c396-4150-8279-06f1ba16e52c,
149530,20125,Item1910,30164,1052effd-faa7-477c-8631-3cf5e7acce87,
134777,50717,Item1911,91049,62e8dfee-5548-4c41-92fa-f9e6c8f601e7,
110495,134200,Item1912,77612,bfaf4c22-4e0e-49d2-a8db-3ccf34a0e2fc,
92764,191823,Item1913,42105,0c513e97-f3ad-46af-8228-dcc9d7934cc2,
160780,154910,Item1914,32182,61647413-cfbc-434a-9020-cc4df26b1766,
57825,83372,Item1915,67283,4a5fed80-d1e5-4fbb-b177-65f1a2bcf09e,
154219,91033,Item1916,27281,a1438d78-5099-4949-8063-201dd7383965,
74653,151385,Item1917,93387,333b1f21-f6cc-4154-b418-84ec85133118,
5735,176160,Item1918,32014,7bde8cc2-0361-4561-8b7b-a7fae4a074ee,
137614,63328,Item1919,59934,aa0dea58-9c66-449f-a1b1-23aa6e0a183e,
144159,41733,Item1920,14950,c21bce61-0ab4-4e07-af9c-fe1641da6c5a,
198007,47812,Item1921,98736,b7e6fc61-1150-4415-87b3-77cc315aa81c,
85775,135723,Item1922,54768,c9577091-7914-49d9-9b45-2d4001db9db8,
126048,116137,Item1923,24303,ad7dd595-b703-4348-89ff-5ecef2606c3d,
160539,94339,Item1924,61326,e1e7becb-16f6-4d49-8cdb-97183ffdd616,
174074,64412,Item1925,75385,3637a545-3170-4455-b3b8-f36a18d08573,
106567,112482,Item1926,78218,facef2cc-8156-4226-8190-d235418b35ec,
185511,35541,Item1927,39953,76ab3ba4-e162-43a5-96b9-48a09fc94d7f,
145354,162011,Item1928,77874,254a85f8-b2ae-444c-bbff-71bcbbc7fab1,
179516,22208,Item1929,29739,a6e5d99d-2a70-470b-9f99-c54e4bca4e28,
